name,smiles,inchikey,set
ADP ribose,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)C=O)[C@@H](O)[C@H]1O,PWJFNRJRHXWEPT-AOOZFPJJSA-N,endogenous
pregnenolone sulphate,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,DIJBBUIOWGGQOP-QGVNFLHTSA-N,endogenous
"7&alpha;,27-dihydroxycholesterol",C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,RXMHNAKZMGJANZ-GNENNHQYSA-N,endogenous
oleoyl-CoA,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,XDUHQPOXLUAVEE-BPMMELMSSA-N,endogenous
NN-dimethyl-D-erythrosphingosine,CCCCCCCCCCCCC/C=C/[C@H](O)[C@@H](CO)N(C)C,YRXOQXUDKDCXME-QWKHPXNBSA-N,endogenous
Uridine-5'-Diphosphate,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,XCCTYIAWTASOJW-XVFCMESISA-N,endogenous
lysophosphatidylserine,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OC[C@H](N)C(=O)O,ZPDQFUYPBVXUKS-YADHBBJMSA-N,endogenous
NAADP,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H]([n+]3cccc(C(=O)O)c3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1OP(=O)(O)O,QOTXBMGJKFVZRD-HISDBWNOSA-O,endogenous
LTD<sub>4</sub>,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SCC(N)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O,YEESKJGWJFYOOK-LDDGIIIKSA-N,endogenous
5-oxo-C20:3,CCCCCCCC/C=C\C/C=C\C=C/C(=O)CCCC(=O)O,ULMVEQWNDGUUBR-IEQFDQMRSA-N,endogenous
DIPHOSPHOMELAVONATE,C[C@@](O)(CCOP(=O)(O)OP(=O)(O)O)CC(=O)O,SIGQQUBJQXSAMW-ZCFIWIBFSA-N,endogenous
URIDINE DIPHOSPHATE GLUCOSE,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,HSCJRCZFDFQWRP-JZMIEXBBSA-N,endogenous
"Ins(3,4,5,6)P<sub>4</sub>",O=P(O)(O)O[C@H]1[C@@H](O)[C@@H](O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1OP(=O)(O)O,MRVYFOANPDTYBY-UZAAGFTCSA-N,endogenous
3-iodothyronamine,NCCc1ccc(Oc2ccc(O)c(I)c2)cc1,HCYGDNGLWSZCCA-UHFFFAOYSA-N,endogenous
"7&beta;, 25-dihydroxycholesterol",C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](O)CC1=C[C@@H]3O,BQMSKLCEWBSPPY-CGSQRZAOSA-N,endogenous
ISOAMYLAMINE,CC(C)CCN,BMFVGAAISNGQNM-UHFFFAOYSA-N,endogenous
5-oxo-12-HETE,CCCCC/C=C\C[C@H](O)/C=C/C=C\C=C\C(=O)CCCC(=O)O,MLZJFLKEKVDNAZ-XPKTZJOPSA-N,endogenous
5-oxo-20-HETE,O=C(O)CCCC(=O)/C=C/C=C\C/C=C\C/C=C\CCCCCO,DTSRZRUIWKDHMR-DHYYJNSCSA-N,endogenous
"1D-myo-inositol 1,4,5-trisphosphate",O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,MMWCIQZXVOZEGG-XJTPDSDZSA-N,endogenous
LYSOPHOSPHATIDYLCHOLINE,CC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C,RYCNUMLMNKHWPZ-SNVBAGLBSA-N,endogenous
FARNESYL DIPHOSPHATE,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O,VWFJDQUYCIWHTN-FBXUGWQNSA-N,endogenous
Uridine 5'-Triphosphate,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,PGAVKCOVUIYSFO-XVFCMESISA-N,endogenous
22R-hydroxycholesterol,CC(C)CC[C@@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,RZPAXNJLEKLXNO-GFKLAVDKSA-N,endogenous
3-hydroxyoctanoic acid,CCCCC[C@H](O)CC(=O)O,NDPLAKGOSZHTPH-ZETCQYMHSA-N,endogenous
PIP<sub>2</sub>,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC/C=C\CCCCCCCC,IGQSAMXNWMLOOS-GGDMTQDZSA-N,endogenous
Uridine-Diphosphate-N-Acetylglucosamine,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,LFTYTUAZOPRMMI-CFRASDGPSA-N,endogenous
1-methylcyclopropanecarboxylic acid,CC1(C(=O)O)CC1,DIZKLZKLNKQFGB-UHFFFAOYSA-N,endogenous
"calcitriol-26,23-lactone",C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)C[C@H]2C[C@@](C)(O)C(=O)O2)C[C@@H](O)C[C@@H]1O,WMYIVSWWSRCZFA-RWVJFQLJSA-N,endogenous
L-lactic acid,C[C@H](O)C(=O)O,JVTAAEKCZFNVCJ-REOHCLBHSA-N,endogenous
epipregnanolone sulphate,CC(=O)C1CCC2C3CC[C@@H]4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)C3CC[C@]12C,MENQCIVHHONJLU-ACWDEBGSSA-N,endogenous
ACETIC ACID,CC(=O)O,QTBSBXVTEAMEQO-UHFFFAOYSA-N,endogenous
Guanosine-5'-Diphosphate,Nc1nc(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1,QGWNDRXFNXRZMB-UUOKFMHZSA-N,endogenous
(R)-3-Hydroxybutanoic acid,C[C@@H](O)CC(=O)O,WHBMMWSBFZVSSR-GSVOUGTGSA-N,endogenous
ANANDAMIDE,CCCCC/C=C\C/C=C\C/C=C/C/C=C\CCCC(=O)NCCO,LGEQQWMQCRIYKG-AVHBIOJASA-N,endogenous
N-arachidonylglycine,CCCCC/C=C\C/C=C\C/C=C/C/C=C\CCCC(=O)NCC(=O)O,YLEARPUNMCCKMP-AVHBIOJASA-N,endogenous
BAZ2-ICR,Cn1cc(CCn2cnc(-c3cnn(C)c3)c2-c2ccc(C#N)cc2)cn1,RRZVGDGTWNQAPW-UHFFFAOYSA-N,chemical probe
I-BRD9,CCn1cc(-c2cccc(C(F)(F)F)c2)c2sc(C(=N)NC3CCS(=O)(=O)CC3)cc2c1=O,WRUWGLUCNBMGPS-UHFFFAOYSA-N,chemical probe
UNC0638,COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1,QOECJCJVIMVJGX-UHFFFAOYSA-N,chemical probe
LP99,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12,LVDRREOUMKACNJ-BKMJKUGQSA-N,chemical probe
UNC1215,O=C(c1ccc(C(=O)N2CCC(N3CCCC3)CC2)c(Nc2ccccc2)c1)N1CCC(N2CCCC2)CC1,PQOOIERVZAXHBP-UHFFFAOYSA-N,chemical probe
IOX1,O=C(O)c1ccc(O)c2ncccc12,JGRPKOGHYBAVMW-UHFFFAOYSA-N,chemical probe
IOX2,O=C(O)CNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O,CAOSCCRYLYQBES-UHFFFAOYSA-N,chemical probe
I-CBP112,CCC(=O)N1CCOc2c(cc(-c3ccc(OC)c(OC)c3)cc2OC[C@H]2CCCN(C)C2)C1,YKNAKDFZAWQEEO-IBGZPJMESA-N,chemical probe
BAY-598,CCN(C(=O)CO)[C@H]1CN(/C(=N\C#N)Nc2cccc(OC(F)F)c2)N=C1c1ccc(Cl)c(Cl)c1,OTTJIRVZJJGFTK-SFHVURJKSA-N,chemical probe
OICR-9429,CN1CCN(c2ccc(-c3cccc(CN4CCOCC4)c3)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1,DJOVLOYCGXNVPI-UHFFFAOYSA-N,chemical probe
PFI-1,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2,TXZPMHLMPKIUGK-UHFFFAOYSA-N,chemical probe
OF-1,COc1cc2c(cc1NS(=O)(=O)c1ccc(Br)cc1C)n(C)c(=O)n2C,YUNQZQREIHWDQT-UHFFFAOYSA-N,chemical probe
PFI-3,O=C(/C=C/N1C[C@H]2C[C@@H]1CN2c1ccccn1)c1ccccc1O,INAICWLVUAKEPB-QSTFCLMHSA-N,chemical probe
PFI-4,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCCC1)n(C)c(=O)n2C,QCIJLRJBZDBVDB-UHFFFAOYSA-N,chemical probe
UNC0642,COc1cc2c(NC3CCN(C(C)C)CC3)nc(N3CCC(F)(F)CC3)nc2cc1OCCCN1CCCC1,RNAMYOYQYRYFQY-UHFFFAOYSA-N,chemical probe
UNC1999,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccc(N3CCN(C(C)C)CC3)nc2)cc2c1cnn2C(C)C,DPJNKUOXBZSZAI-UHFFFAOYSA-N,chemical probe
GSK864,COc1c(C)cc(NC(=O)c2nn(Cc3ccc(F)cc3)c3c2CN(C(=O)c2ccc[nH]2)C[C@]3(C)C(N)=O)cc1C,DUCNNEYLFOQFSW-PMERELPUSA-N,chemical probe
bromosporine,CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,UYBRROMMFMPJAN-UHFFFAOYSA-N,chemical probe
BI-9564,COc1cc(-c2cn(C)c(=O)c3cnccc23)c(OC)cc1CN(C)C,BJFSUDWKXGMUKA-UHFFFAOYSA-N,chemical probe
MS023,CC(C)Oc1ccc(-c2c[nH]cc2CN(C)CCN)cc1,FMTVWAGUJRUAKE-UHFFFAOYSA-N,chemical probe
NI-57,COc1cc(C#N)ccc1S(=O)(=O)Nc1ccc2c(c1)cc(C)c(=O)n2C,UEMQPCYDWCSVCU-UHFFFAOYSA-N,chemical probe
NVS-CECR2-1,CCCS(=O)(=O)c1nc(NC2CC2)cc(-c2ccc3c(ccn3C3CC(C)(C)NC(C)(C)C3)c2)n1,XVECNLUKQDKOST-UHFFFAOYSA-N,chemical probe
SGC707,O=C(NCC(=O)N1CCCC1)Nc1ccc2cnccc2c1,DMIDPTCQPIJYFE-UHFFFAOYSA-N,chemical probe
JQ1,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,DNVXATUJJDPFDM-KRWDZBQOSA-N,chemical probe
GSK343,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccnc(N3CCN(C)CC3)c2)cc2c1cnn2C(C)C,ULNXAWLQFZMIHX-UHFFFAOYSA-N,chemical probe
A-366,COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1,BKCDJTRMYWSXMC-UHFFFAOYSA-N,chemical probe
A-196,Clc1cc2c(NC3CCCC3)nnc(-c3ccncc3)c2cc1Cl,ABGOSOMRWSYAOB-UHFFFAOYSA-N,chemical probe
MS049,CNCCN1CCC(OCc2ccccc2)CC1,HBOJWAYLSJLULG-UHFFFAOYSA-N,chemical probe
GSK2801,CCCOc1ccn2c(C(C)=O)cc(-c3ccccc3S(C)(=O)=O)c2c1,KHWCPNJRJCNVRI-UHFFFAOYSA-N,chemical probe
LLY-507,Cc1cn(CCN2CCN(c3ccccc3-c3cc(C#N)cc(C(=O)NCCCN4CCCC4)c3)CC2)c2ccccc12,PNYRDVBFYVDJJI-UHFFFAOYSA-N,chemical probe
GSK591,O=C(NC[C@H](O)CN1CCc2ccccc2C1)c1ccnc(NC2CCC2)c1,TWKYXZSXXXKKJU-FQEVSTJZSA-N,chemical probe
GLYBURIDE,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,chemical probe
REPAGLINIDE,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,FAEKWTJYAYMJKF-QHCPKHFHSA-N,chemical probe
BENZBROMARONE,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,WHQCHUCQKNIQEC-UHFFFAOYSA-N,chemical probe
SALVINORIN A,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,OBSYBRPAKCASQB-AGQYDFLVSA-N,chemical probe
IMATINIB,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,KTUFNOKKBVMGRW-UHFFFAOYSA-N,chemical probe
ELLAGIC ACID,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,AFSDNFLWKVMVRB-UHFFFAOYSA-N,chemical probe
BUFEXAMAC,CCCCOc1ccc(CC(=O)NO)cc1,MXJWRABVEGLYDG-UHFFFAOYSA-N,chemical probe
SU6656,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,LOGJQOUIVKBFGH-YBEGLDIGSA-N,chemical probe
ML002,N#Cc1c(-c2ccccc2)no[n+]1[O-],PMYJGTWUVVVOFO-UHFFFAOYSA-N,chemical probe
PICEATANNOL,Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1,CDRPUGZCRXZLFL-OWOJBTEDSA-N,chemical probe
MYRICETIN,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,IKMDFBPHZNJCSN-UHFFFAOYSA-N,chemical probe
EBSELEN,O=c1c2ccccc2[se]n1-c1ccccc1,DYEFUKCXAQOFHX-UHFFFAOYSA-N,chemical probe
TERAZOSIN,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,VCKUSRYTPJJLNI-UHFFFAOYSA-N,chemical probe
prednisolone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,OIGNJSKKLXVSLS-VWUMJDOOSA-N,chemical probe
MPS1-IN-1,COc1cc(N2CCC(O)CC2)ccc1Nc1cc(Nc2ccccc2S(=O)(=O)C(C)C)c2cc[nH]c2n1,NMJMRSQTDLRCRQ-UHFFFAOYSA-N,chemical probe
MK-5108,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,LCVIRAZGMYMNNT-UHFFFAOYSA-N,chemical probe
URMC-099,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,QKKIWEILHCXECO-UHFFFAOYSA-N,chemical probe
GNE7915,CCNc1nc(Nc2cc(F)c(C(=O)N3CCOCC3)cc2OC)ncc1C(F)(F)F,XCFLWTZSJYBCPF-UHFFFAOYSA-N,chemical probe
CABOZANTINIB,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,ONIQOQHATWINJY-UHFFFAOYSA-N,chemical probe
GNE-3511,N#Cc1ccnc(Nc2cc(C3CCN(C4COC4)CC3)cc(N3CCC(F)(F)C3)n2)c1,RHFIAUKMKYHHFA-UHFFFAOYSA-N,chemical probe
SGX-523,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,BCZUAADEACICHN-UHFFFAOYSA-N,chemical probe
NVP-AEW541,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2C1CC(CN2CCC2)C1,AECDBHGVIIRMOI-UHFFFAOYSA-N,chemical probe
QUIZARTINIB,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,CVWXJKQAOSCOAB-UHFFFAOYSA-N,chemical probe
INFIGRATINIB,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,QADPYRIHXKWUSV-UHFFFAOYSA-N,chemical probe
ALECTINIB,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,KDGFLJKFZUIJMX-UHFFFAOYSA-N,chemical probe
MK-1775,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,BKWJAKQVGHWELA-UHFFFAOYSA-N,chemical probe
BI 605906,CCC(F)(F)c1cc(N2CCC(S(C)(=O)=O)CC2)nc2sc(C(N)=O)c(N)c12,IYHHRZBKXXKDDY-UHFFFAOYSA-N,chemical probe
AMG900,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,IVUGFMLRJOCGAS-UHFFFAOYSA-N,chemical probe
CP-673451,COCCOc1ccc2c(c1)ncn2-c1ccc2cccc(N3CCC(N)CC3)c2n1,DEEOXSOLTLIWMG-UHFFFAOYSA-N,chemical probe
WH-4-023,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1,NBTNHSGBRGTFJS-UHFFFAOYSA-N,chemical probe
TX-85-1,C=CC(=O)Nc1cc(-c2nn(C3CCC(N4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1Oc1ccccc1,FYICDSWKKFSYOM-UHFFFAOYSA-N,chemical probe
CP-724714,COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,LLVZBTWPGQVVLW-SNAWJCMRSA-N,chemical probe
DDR1 inhibitor (DDR-IN-1),CCN1CCN(Cc2ccc(C(=O)Nc3ccc(C)c(Oc4ccc5c(c4)CC(=O)N5)c3)cc2C(F)(F)F)CC1,AOZPVMOOEJAZGK-UHFFFAOYSA-N,chemical probe
CGI1746,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,JIFCFQDXHMUPGP-UHFFFAOYSA-N,chemical probe
SPEBRUTINIB,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,KXBDTLQSDKGAEB-UHFFFAOYSA-N,chemical probe
BMX-IN-1,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccc(NS(C)(=O)=O)cc5)cc4c32)ccc1C,SFMJNHNUOVADRW-UHFFFAOYSA-N,chemical probe
GNF-5,O=C(NCCO)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,IIQUYGWWHIHOCF-UHFFFAOYSA-N,chemical probe
SELUMETINIB,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,CYOHGALHFOKKQC-UHFFFAOYSA-N,chemical probe
TRAMETINIB,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,chemical probe
PICTILISIB,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,LHNIIDJUOCFXAP-UHFFFAOYSA-N,chemical probe
Neflamapimod,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,VEPKQEUBKLEPRA-UHFFFAOYSA-N,chemical probe
CHIR-99021,Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)n1,AQGNHMOJWBZFQQ-UHFFFAOYSA-N,chemical probe
XMD8-92,CCOc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,QAPAJIZPZGWAND-UHFFFAOYSA-N,chemical probe
AZ191,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1,ZYVXTMKTGDARKR-UHFFFAOYSA-N,chemical probe
SILMITASERTIB,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,MUOKSQABCJCOPU-UHFFFAOYSA-N,chemical probe
PALBOCICLIB,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,AHJRHEGDXFFMBM-UHFFFAOYSA-N,chemical probe
BMS-265246,CCCCOc1c(C(=O)c2c(F)cc(C)cc2F)cnc2[nH]ncc12,SCFMWQIQBVZOQR-UHFFFAOYSA-N,chemical probe
PF-4800567,Nc1ncnc2c1c(COc1cccc(Cl)c1)nn2C1CCOCC1,AUMDBEHGJRZSOO-UHFFFAOYSA-N,chemical probe
HG-9-91-01,COc1ccc(N(C(=O)Nc2c(C)cccc2C)c2cc(Nc3ccc(N4CCN(C)CC4)cc3)ncn2)c(OC)c1,UYUHRKLITDJEHB-UHFFFAOYSA-N,chemical probe
WZ4003,CCC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,SDGJBAUIGHSMRI-UHFFFAOYSA-N,chemical probe
PF3644022,Cc1ccc(-c2ccc3c(ccc4sc5c(c43)NC[C@@H](C)NC5=O)n2)cn1,CMWRPDHVGMHLSZ-GFCCVEGCSA-N,chemical probe
VE-821,CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,DUIHHZKTCSNTGM-UHFFFAOYSA-N,chemical probe
BI-D1870,CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=O)C1C,DTEKTGDVSARYDS-UHFFFAOYSA-N,chemical probe
GSK-J4,CCOC(=O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1,WBKCKEHGXNWYMO-UHFFFAOYSA-N,chemical probe
skepinone-L,O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ccc(OC[C@H](O)CO)cc21,HXMGCTFLLWPVFM-GOSISDBHSA-N,chemical probe
ML320,COc1ccccc1[C@@H]1C2=C(CC(C)(C)CC2=O)Nc2n[nH]c(C(F)(F)F)c21,YWMJEKUKEKXNSA-CQSZACIVSA-N,chemical probe
DASA-58,Nc1cccc(S(=O)(=O)N2CCCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)c1,GMHIOMMKSMSRLY-UHFFFAOYSA-N,chemical probe
DORAMAPIMOD,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,chemical probe
WZ4002,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,ITTRLTNMFYIYPA-UHFFFAOYSA-N,chemical probe
BRD4770,COC(=O)c1ccc2c(c1)nc(NC(=O)c1ccccc1)n2CCCc1ccccc1,UCGWYCMPZXDHNR-UHFFFAOYSA-N,chemical probe
ML312,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N([C@H](C)CO)C[C@@H](C)[C@H](CN(C)S(=O)(=O)c1ccc(Cl)cc1)O2,NMFHWISFZINRTB-GGUMNFRJSA-N,chemical probe
IBRUTINIB,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,XYFPWWZEPKGCCK-GOSISDBHSA-N,chemical probe
TACROLIMUS,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,QJJXYPPXXYFBGM-LFZNUXCKSA-N,chemical probe
PEVONEDISTAT,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,MPUQHZXIXSTTDU-QXGSTGNESA-N,chemical probe
GDC-0879,OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,DEZZLWQELQORIU-RELWKKBWSA-N,chemical probe
AFATINIB,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,ULXXDDBFHOBEHA-CWDCEQMOSA-N,chemical probe
BI 2536,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,XQVVPGYIWAGRNI-JOCHJYFZSA-N,chemical probe
VENETOCLAX,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,LQBVNQSMGBZMKD-UHFFFAOYSA-N,chemical probe
CID-2858522,Cc1cc2nc(NCCCO)n(CC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2cc1C,CYCGGKILBWERDJ-UHFFFAOYSA-N,chemical probe
AZD-6482,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,IRTDIKMSKMREGO-OAHLLOKOSA-N,chemical probe
ONALESPIB,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,IFRGXKKQHBVPCQ-UHFFFAOYSA-N,chemical probe
ALPELISIB,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,STUWGJZDJHPWGZ-LBPRGKRZSA-N,chemical probe
RUXOLITINIB,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,HFNKQEVNSGCOJV-OAHLLOKOSA-N,chemical probe
